anime_id,tag_name
99147,Guns
99147,Ensemble Cast
99147,Matriarchy
99147,Anti-Hero
99147,Primarily Male Cast
99147,CGI
99147,Steampunk
99147,Torture
99147,Swordplay
99147,Primarily Adult Cast
99147,Kuudere
99147,Crossdressing
99147,Medieval
21856,Super Power
21856,Superhero
21856,Shounen
21856,Primarily Teen Cast
21856,School
21856,Male Protagonist
21856,Cultivation
21856,Ensemble Cast
21856,Urban Fantasy
21856,Revenge
21856,Primarily Male Cast
21856,Heterosexual
21856,Tomboy
21856,Bar
21856,Cheerleading
21856,Bisexual
101759,Dystopian
101759,Survival
101759,Primarily Child Cast
101759,Orphan
101759,Tragedy
101759,Found Family
101759,Demons
101759,Coming of Age
101759,Female Protagonist
101759,Gore
101759,Ensemble Cast
101759,Shounen
101759,Male Protagonist
101759,Tanned Skin
110277,War
110277,Tragedy
110277,Military
110277,Kaiju
110277,Anti-Hero
110277,Revenge
110277,Politics
110277,Dystopian
110277,Survival
110277,Time Skip
110277,Ensemble Cast
110277,Shapeshifting
110277,Male Protagonist
110277,Super Power
110277,Primarily Male Cast
110277,Shounen
110277,Steampunk
110277,Henshin
110277,Coastal
110277,Swordplay
110277,Primarily Adult Cast
110277,Conspiracy
110277,Terrorism
110277,Espionage
110277,Gore
110277,Philosophy
110277,CGI
110277,Body Horror
110277,Foreign
110277,Guns
110277,Memory Manipulation
110277,Matriarchy
110277,Rotoscoping
110277,Dissociative Identities
110277,Rural
110277,Kuudere
20755,Assassins
20755,School
20755,Teacher
20755,Primarily Teen Cast
20755,Shounen
20755,Ensemble Cast
20755,Tentacles
20755,Aliens
20755,Anti-Hero
20755,Super Power
20755,Crime
20755,Guns
20755,Male Protagonist
20755,Bullying
20755,Found Family
20755,Episodic
20755,Artificial Intelligence
20755,Baseball
20755,Femboy
20755,School Club
20755,Tragedy
20755,Suicide
21507,Super Power
21507,Coming of Age
21507,Urban Fantasy
21507,Philosophy
21507,Ghost
21507,Primarily Teen Cast
21507,Satire
21507,Parody
21507,Male Protagonist
21507,Urban
21507,Surreal Comedy
21507,Exorcism
21507,Shounen
21507,Disability
21507,Primarily Male Cast
21507,Conspiracy
21507,School
21507,Slapstick
21507,Demons
21507,Delinquents
21507,School Club
21507,Bullying
21507,Fitness
21507,Gangs
21507,Cult
21507,Family Life
21507,Dissociative Identities
21507,Unrequited Love
21507,Curses
20665,Tragedy
20665,Classical Music
20665,Primarily Teen Cast
20665,Disability
20665,Coming of Age
20665,Rehabilitation
20665,Male Protagonist
20665,Shounen
20665,Love Triangle
20665,Female Protagonist
20665,Heterosexual
20665,School
20665,Philosophy
20665,Slapstick
20665,CGI
20665,Unrequited Love
20665,Tsundere
20665,Tomboy
20665,Ancient China
21234,Age Regression
21234,Time Manipulation
21234,Crime
21234,Tragedy
21234,Time Skip
21234,Primarily Child Cast
21234,Male Protagonist
21234,Detective
21234,Snowscape
21234,Urban Fantasy
21234,Super Power
21234,Ensemble Cast
21234,Seinen
21234,School
21234,Fugitive
21234,Revenge
21234,Teacher
21234,Rural
21234,Amnesia
21234,Rehabilitation
21234,Heterosexual
21234,Bullying
21234,Kuudere
21234,CGI
100166,Superhero
100166,Super Power
100166,Shounen
100166,Primarily Teen Cast
100166,Cultivation
100166,Urban Fantasy
100166,School
100166,Ensemble Cast
100166,Male Protagonist
100166,Primarily Male Cast
100166,Police
100166,Heterosexual
100166,Bar
100166,Boarding School
100166,Revenge
100166,Battle Royale
100166,Body Horror
100166,Tomboy
100166,Transgender
100166,CGI
100166,Bisexual
1735,Ninja
1735,Shounen
1735,Super Power
1735,Male Protagonist
1735,Tragedy
1735,Revenge
1735,Orphan
1735,War
1735,Coming of Age
1735,Martial Arts
1735,Criminal Organization
1735,Conspiracy
1735,Cultivation
1735,Ensemble Cast
1735,Fugitive
1735,Time Skip
1735,Politics
1735,Necromancy
1735,Gods
1735,Military
1735,Philosophy
1735,Swordplay
1735,Anti-Hero
1735,Anachronism
1735,Terrorism
1735,Travel
1735,Kaiju
1735,Aliens
1735,Unrequited Love
1735,Shapeshifting
1735,Gender Bending
1735,Slapstick
1735,Estranged Family
104578,Dystopian
104578,Military
104578,Conspiracy
104578,Tragedy
104578,Survival
104578,Memory Manipulation
104578,Shapeshifting
104578,Super Power
104578,War
104578,Shounen
104578,Espionage
104578,Ensemble Cast
104578,Revenge
104578,Henshin
104578,Male Protagonist
104578,Gore
104578,Primarily Adult Cast
104578,Anti-Hero
104578,Steampunk
104578,Primarily Male Cast
104578,Swordplay
104578,CGI
104578,Dissociative Identities
104578,Drugs
104578,Kuudere
104578,Kaiju
104578,Matriarchy
104578,Medieval
21355,Time Manipulation
21355,Isekai
21355,Time Loop
21355,Tragedy
21355,Alternate Universe
21355,Male Protagonist
21355,Medieval
21355,Witch
21355,Magic
21355,Curses
21355,Cohabitation
21355,Cult
21355,Gore
21355,Body Horror
21355,Heterosexual
21355,Maids
21355,Love Triangle
21355,Politics
21355,Elf
21355,Suicide
21355,Unrequited Love
21355,Demons
21355,Primarily Female Cast
21355,Coming of Age
21355,Femboy
21355,Twins
21355,Travel
21355,Butler
21355,Assassins
21355,Seinen
21355,Kemonomimi
21355,Dragons
21355,CGI
21355,Body Swapping
21355,Meta
21355,Kuudere
21355,Tomboy
21355,Nekomimi
21355,Crossdressing
9253,Time Manipulation
9253,Alternate Universe
9253,Time Loop
9253,Conspiracy
9253,Tragedy
9253,Memory Manipulation
9253,Male Protagonist
9253,Urban
9253,Dystopian
9253,Primarily Adult Cast
9253,Denpa
9253,Philosophy
9253,Dissociative Identities
9253,Chuunibyou
9253,Tsundere
9253,Otaku Culture
9253,Heterosexual
9253,Kuudere
9253,Suicide
9253,Ensemble Cast
9253,Amnesia
9253,Seinen
9253,War
9253,Gender Bending
9253,Post-Apocalyptic
9253,Maids
9253,Trains
9253,Shrine Maiden
20464,Volleyball
20464,School Club
20464,Male Protagonist
20464,Primarily Male Cast
20464,Ensemble Cast
20464,Shounen
20464,Primarily Teen Cast
20464,School
20464,Coming of Age
20464,Fitness
20464,Kuudere
20464,Cute Boys Doing Cute Things
127230,Demons
127230,Monster Boy
127230,Urban Fantasy
127230,Male Protagonist
127230,Gore
127230,Tragedy
127230,Anti-Hero
127230,Body Horror
127230,Shapeshifting
127230,Urban
127230,Henshin
127230,Shounen
127230,Psychosexual
127230,Surreal Comedy
127230,Monster Girl
127230,Primarily Adult Cast
127230,Coming of Age
127230,Anthropomorphism
127230,Yakuza
127230,Heterosexual
127230,Guns
127230,Found Family
127230,Assassins
127230,CGI
127230,Age Gap
127230,Cannibalism
127230,Revenge
127230,Crime
127230,Yandere
127230,Police
127230,POV
127230,Homeless
127230,Amnesia
127230,Nudity
127230,Zombie
127230,Angels
101291,Urban Fantasy
101291,Primarily Teen Cast
101291,Male Protagonist
101291,Heterosexual
101291,Coming of Age
101291,Primarily Female Cast
101291,Memory Manipulation
101291,Rehabilitation
101291,Dissociative Identities
101291,School
101291,Amnesia
101291,Bullying
101291,Time Manipulation
101291,Urban
101291,Hikikomori
101291,Body Swapping
101291,Tragedy
101291,Acting
101291,Tsundere
101291,Female Harem
101291,Love Triangle
101291,Idol
101291,Time Loop
101291,Clone
101291,Chuunibyou
101291,Kuudere
97940,Magic
97940,Shounen
97940,Found Family
97940,Male Protagonist
97940,Super Power
97940,Ensemble Cast
97940,Orphan
97940,Revenge
97940,Class Struggle
97940,Demons
97940,Elf
97940,Dissociative Identities
97940,Reincarnation
97940,Conspiracy
97940,Adoption
97940,Cult
97940,Heterosexual
97940,Swordplay
97940,Bullying
97940,Lost Civilization
97940,Cultivation
97940,Time Skip
97940,Kuudere
97940,Medieval
97940,Tsundere
97940,Travel
97940,Love Triangle
97940,Disability
97940,Nun
97940,Espionage
97940,Coming of Age
97940,Suicide
97940,Food
97940,Tomboy
97940,Age Regression
97940,Dungeon
97940,Curses
97940,Henshin
20447,Gods
20447,Youkai
20447,Urban Fantasy
20447,Female Protagonist
20447,Shounen
20447,Mythology
20447,Urban
20447,Anti-Hero
20447,Shapeshifting
20447,Swordplay
20447,Memory Manipulation
20447,Found Family
20447,Nekomimi
20447,Shrine Maiden
20447,Revenge
20447,Outdoor Activities
20447,Age Gap
20447,Bullying
20447,Environmental
20447,Exorcism
101921,School
101921,Heterosexual
101921,Tsundere
101921,Primarily Teen Cast
101921,School Club
101921,Ojou-sama
101921,Episodic
101921,Slapstick
101921,Female Protagonist
101921,Parody
101921,Seinen
101921,Surreal Comedy
101921,Male Protagonist
101921,Meta
101921,Ensemble Cast
101921,Kemonomimi
101921,Nekomimi
19815,Isekai
19815,Gambling
19815,Alternate Universe
19815,Video Games
19815,Hikikomori
19815,Magic
19815,Male Protagonist
19815,Primarily Female Cast
19815,Parody
19815,Politics
19815,Gods
19815,Female Protagonist
19815,Nudity
19815,Kuudere
19815,Female Harem
19815,Kemonomimi
19815,Meta
19815,Nekomimi
19815,Travel
19815,Memory Manipulation
19815,Elf
19815,Kingdom Management
19815,Super Power
19815,Judo
19815,Unrequited Love
19815,Class Struggle
105333,Post-Apocalyptic
105333,Survival
105333,Lost Civilization
105333,Educational
105333,Time Skip
105333,Male Protagonist
105333,Shounen
105333,Environmental
105333,Kingdom Management
105333,Ensemble Cast
105333,Primarily Teen Cast
105333,Spearplay
105333,Primarily Male Cast
105333,Found Family
105333,Espionage
105333,Tomboy
105333,Medicine
105333,Asexual
105333,Isekai
140960,Espionage
140960,Family Life
140960,Found Family
140960,Fake Relationship
140960,Assassins
140960,Conspiracy
140960,Shounen
140960,Adoption
140960,Male Protagonist
140960,Female Protagonist
140960,Crime
140960,Foreign
140960,Urban
140960,Slapstick
140960,Super Power
140960,Parenthood
140960,School
140960,Ensemble Cast
140960,Heterosexual
140960,Surreal Comedy
140960,Parody
140960,Episodic
140960,Politics
140960,Cohabitation
140960,Guns
140960,Urban Fantasy
140960,Orphan
140960,Martial Arts
140960,Bullying
140960,Tsundere
140960,Unrequited Love
4224,Tsundere
4224,Coming of Age
4224,Love Triangle
4224,Primarily Teen Cast
4224,School
4224,Heterosexual
4224,Unrequited Love
4224,Male Protagonist
4224,Female Protagonist
4224,Slapstick
4224,Family Life
4224,Tragedy
4224,Food
4224,Female Harem
4224,Teacher
4224,Body Horror
4224,Fake Relationship
21827,Rehabilitation
21827,Writing
21827,Tragedy
21827,Female Protagonist
21827,Coming of Age
21827,Kuudere
21827,War
21827,Work
21827,Disability
21827,Episodic
21827,Military
21827,Orphan
21827,Philosophy
21827,Travel
21827,Historical
21827,Primarily Adult Cast
21827,Steampunk
21827,Age Gap
21827,Heterosexual
21827,Foreign
21827,Trains
21827,Guns
21827,Assassins
20613,Assassins
20613,Tragedy
20613,Shounen
20613,Politics
20613,Gore
20613,Crime
20613,Swordplay
20613,Henshin
20613,Super Power
20613,Anti-Hero
20613,Female Protagonist
20613,Revenge
20613,Male Protagonist
20613,Primarily Adult Cast
20613,Kuudere
20613,Heterosexual
20613,Kaiju
20613,Yandere
20613,Female Harem
20613,Tsundere
20613,Guns
20613,Shapeshifting
20613,Nekomimi
20613,Demons
20613,Love Triangle
20613,Kemonomimi
20613,Tomboy
20613,Time Manipulation
104276,Superhero
104276,Super Power
104276,Shounen
104276,Male Protagonist
104276,School
104276,Primarily Teen Cast
104276,Crime
104276,Ensemble Cast
104276,Boarding School
104276,Gangs
104276,Urban Fantasy
104276,Terrorism
104276,Tragedy
104276,Cultivation
104276,Yakuza
104276,Drugs
104276,Police
104276,Espionage
104276,Primarily Male Cast
104276,Delinquents
104276,Band
104276,Heterosexual
104276,Transgender
104276,Female Protagonist
104276,Nudity
104276,Bisexual
104276,Tomboy
104276,Philosophy
20789,Ensemble Cast
20789,Shounen
20789,Magic
20789,Demons
20789,Male Protagonist
20789,Age Gap
20789,Heterosexual
20789,Spearplay
20789,Super Power
20789,Swordplay
20789,Anti-Hero
20789,Dissociative Identities
20789,Reincarnation
20789,Fairy
20789,Love Triangle
20789,Animals
20789,Bar
20789,Revenge
20789,Medieval
20789,Nudity
101348,Vikings
101348,Revenge
101348,Foreign
101348,Historical
101348,Male Protagonist
101348,Philosophy
101348,War
101348,Coming of Age
101348,Tragedy
101348,Seinen
101348,Primarily Male Cast
101348,Anti-Hero
101348,Military
101348,Politics
101348,Swordplay
101348,Primarily Adult Cast
101348,Gore
101348,Travel
101348,Medieval
101348,Survival
101348,Ships
101348,Conspiracy
101348,Slavery
101348,Time Skip
101348,Orphan
101348,Pirates
101348,Language Barrier
101348,Religion
101348,Snowscape
101348,Spearplay
101348,Archery
101348,CGI
101348,Heterosexual
101348,Cult
101348,Nudity
101348,Achronological Order
21202,Isekai
21202,Satire
21202,Parody
21202,Primarily Female Cast
21202,Ensemble Cast
21202,Male Protagonist
21202,Slapstick
21202,Magic
21202,Masochism
21202,Anti-Hero
21202,Afterlife
21202,Gods
21202,Reincarnation
21202,Chuunibyou
21202,Meta
21202,Medieval
21202,Alternate Universe
21202,Dullahan
21202,Primarily Adult Cast
21202,Surreal Comedy
21202,Swordplay
21202,Heterosexual
21202,Dungeon
21202,Succubus
21202,Nudity
21202,Shounen
124080,School
124080,Family Life
124080,Male Protagonist
124080,Female Protagonist
124080,Heterosexual
124080,Ensemble Cast
124080,Coming of Age
124080,Primarily Teen Cast
124080,Tsundere
124080,Slapstick
124080,Episodic
124080,Shounen
124080,Love Triangle
124080,Bullying
124080,Sadism
124080,Masochism
124080,Chibi
20623,Body Horror
20623,Shapeshifting
20623,Survival
20623,Aliens
20623,Male Protagonist
20623,Philosophy
20623,Seinen
20623,Anthropomorphism
20623,Gore
20623,Anti-Hero
20623,Revenge
20623,Heterosexual
20623,Crime
20623,Tragedy
20623,Cannibalism
20623,Environmental
20623,Urban
20623,Primarily Teen Cast
20623,School
20623,Military
20623,Coming of Age
20623,Love Triangle
20623,Unrequited Love
20623,Villainess
20623,Guns
20623,Female Harem
20623,Bullying
20623,Nudity
112151,Demons
112151,Swordplay
112151,Shounen
112151,Tragedy
112151,Trains
112151,Curses
112151,Male Protagonist
112151,Body Horror
112151,Super Power
112151,Monster Girl
112151,Primarily Teen Cast
112151,Gore
112151,CGI
112151,Primarily Male Cast
112151,Orphan
112151,Travel
112151,Suicide
112151,Shapeshifting
112151,Historical
112151,Vampire
112151,Family Life
112151,Rural
112151,Martial Arts
99423,Orphan
99423,Super Robot
99423,Post-Apocalyptic
99423,Dystopian
99423,Coming of Age
99423,Primarily Teen Cast
99423,Tragedy
99423,Robots
99423,Heterosexual
99423,Kaiju
99423,Conspiracy
99423,Environmental
99423,Found Family
99423,Psychosexual
99423,Femdom
99423,Cohabitation
99423,Monster Girl
99423,Lost Civilization
99423,Memory Manipulation
99423,Aliens
99423,Female Protagonist
99423,Male Protagonist
99423,Demons
99423,Love Triangle
99423,Military
99423,Unrequited Love
99423,Survival
99423,Clone
99423,Monster Boy
99423,Politics
99423,Travel
99423,Family Life
99423,Space
99423,Nudity
99423,Body Horror
99423,Virginity
99423,Yandere
99423,Tsundere
99423,Time Skip
99423,Marriage
99423,Fishing
99423,Drawing
99423,Agriculture
99423,Medicine
99423,Reincarnation
99423,Aviation
99423,Gore
99423,Pregnancy
99423,Pandemic
269,Swordplay
269,Shounen
269,Super Power
269,Afterlife
269,Ghost
269,Male Protagonist
269,Demons
269,Exorcism
269,Urban Fantasy
269,Ensemble Cast
269,Time Skip
269,Memory Manipulation
269,Kuudere
269,Language Barrier
269,Ninja
269,Tanned Skin
269,Tomboy
269,Centaur
269,Time Manipulation
269,School
269,Spearplay
269,Fugitive
269,Clone
269,Disability
269,Tsundere
269,Guns
269,Vampire
269,Reincarnation
269,Cannibalism
269,Dissociative Identities
269,Ojou-sama
269,Royal Affairs
1575,Anti-Hero
1575,War
1575,Military
1575,Class Struggle
1575,Politics
1575,Super Power
1575,Revenge
1575,Terrorism
1575,Male Protagonist
1575,Tragedy
1575,Real Robot
1575,Dystopian
1575,Philosophy
1575,Super Robot
1575,Female Protagonist
1575,Memory Manipulation
1575,Primarily Teen Cast
1575,Foreign
1575,Ensemble Cast
1575,Boarding School
1575,Urban Fantasy
1575,Amnesia
1575,Drugs
1575,Disability
1575,Heterosexual
1575,Nudity
1575,School Club
1575,Kuudere
1575,Age Gap
1575,Female Harem
1575,CGI
1575,Tanned Skin
1575,Swordplay
1575,Gambling
30,Philosophy
30,Coming of Age
30,Tragedy
30,Super Robot
30,Denpa
30,Dystopian
30,Post-Apocalyptic
30,Angels
30,Psychosexual
30,Cosmic Horror
30,Kaiju
30,Conspiracy
30,Primarily Teen Cast
30,Male Protagonist
30,Aliens
30,Body Horror
30,Suicide
30,Mythology
30,Military
30,Religion
30,Clone
30,Tokusatsu
30,Kuudere
30,Tsundere
30,Politics
30,Found Family
30,Gore
30,Trains
30,Bisexual
30,Espionage
30,LGBTQ+ Themes
30,Episodic
30,Nudity
199,Coming of Age
199,Female Protagonist
199,Youkai
199,Isekai
199,Shapeshifting
199,Magic
199,Urban Fantasy
199,Mythology
199,Work
199,Curses
199,Gods
199,Anthropomorphism
199,Witch
199,Memory Manipulation
199,Dragons
199,Travel
199,Trains
199,Primarily Child Cast
199,Twins
199,Inn
20931,Death Game
20931,Afterlife
20931,Philosophy
20931,Tragedy
20931,Amnesia
20931,Memory Manipulation
20931,Reincarnation
20931,Bar
20931,Episodic
20931,Primarily Adult Cast
20931,Suicide
20931,Gambling
20931,Male Protagonist
20931,Female Protagonist
20931,Mythology
20931,Kuudere
20931,Ice Skating
20931,Revenge
20931,CGI
20931,Gyaru
20931,Bowling
20931,Tanned Skin
9919,Demons
9919,Shounen
9919,Super Power
9919,Youkai
9919,Male Protagonist
9919,Twins
9919,Exorcism
9919,Religion
9919,Urban Fantasy
9919,Primarily Teen Cast
9919,School
9919,Adoption
9919,Swordplay
9919,Tragedy
9919,Body Horror
9919,Wuxia
9919,School Club
9919,Guns
9919,CGI
9919,Horticulture
14719,Super Power
14719,Male Protagonist
14719,Primarily Male Cast
14719,Vampire
14719,Time Skip
14719,Cultivation
14719,Shounen
14719,Revenge
14719,Tragedy
14719,Foreign
14719,Primarily Adult Cast
14719,Urban Fantasy
14719,Body Horror
14719,Gore
14719,Zombie
14719,Historical
14719,Heterosexual
14719,Travel
14719,Crossdressing
14719,Philosophy
14719,Nudity
14719,Bullying
14719,Surreal Comedy
14719,Chimera
14719,Rugby
14719,Amputation
14719,Cyborg
105310,Firefighters
105310,Urban Fantasy
105310,Super Power
105310,Shounen
105310,Demons
105310,Conspiracy
105310,Cult
105310,Male Protagonist
105310,Urban
105310,Steampunk
105310,Post-Apocalyptic
105310,Religion
105310,Rescue
105310,Tragedy
105310,Ensemble Cast
105310,Dystopian
105310,Slapstick
105310,Swordplay
105310,Nun
105310,Primarily Adult Cast
105310,Lost Civilization
105310,Chuunibyou
105310,Nudity
105310,Nekomimi
105310,Guns
105310,Tanned Skin
105310,Time Manipulation
105310,Bullying
105310,Kemonomimi
105310,Unrequited Love
97668,Superhero
97668,Urban
97668,Super Power
97668,Male Protagonist
97668,Parody
97668,Satire
97668,Cyborg
97668,Primarily Male Cast
97668,Anti-Hero
97668,Primarily Adult Cast
97668,Surreal Comedy
97668,Seinen
97668,Urban Fantasy
97668,Ensemble Cast
97668,Martial Arts
97668,Kaiju
97668,Video Games
1,Space
1,Crime
1,Episodic
1,Ensemble Cast
1,Primarily Adult Cast
1,Tragedy
1,Travel
1,Noir
1,Anti-Hero
1,Philosophy
1,Guns
1,Cyberpunk
1,Male Protagonist
1,Found Family
1,Terrorism
1,Female Protagonist
1,Cowboys
1,Martial Arts
1,Cyborg
1,Tomboy
1,Amnesia
1,Gambling
1,Heterosexual
1,Yakuza
1,Drugs
1,Police
1,Nudity
1,Tanned Skin
1,Cult
1,Circus
1,CGI
